experiment,size,run,call_count,time_in_ms
no-op,-,6,10000000,55.000000
no-op,-,7,10000000,43.000000
no-op,-,8,10000000,110.000000
no-op,-,9,10000000,43.000000
no-op,-,10,10000000,100.000000
no-op,-,11,10000000,44.000000
no-op,-,12,10000000,41.000000
no-op,-,13,10000000,101.000000
no-op,-,14,10000000,39.000000
no-op,-,15,10000000,43.000000
no-op,-,16,10000000,99.000000
no-op,-,17,10000000,44.000000
no-op,-,18,10000000,43.000000
no-op,-,19,10000000,105.000000
no-op,-,20,10000000,44.000000
no-op,-,21,10000000,104.000000
no-op,-,22,10000000,43.000000
no-op,-,23,10000000,103.000000
no-op,-,24,10000000,41.000000
no-op,-,25,10000000,96.000000
no-op,-,26,10000000,52.000000
no-op,-,27,10000000,43.000000
no-op,-,28,10000000,101.000000
no-op,-,29,10000000,44.000000
no-op,-,30,10000000,79.000000
full_matrix,small,1,1,1.000000
full_matrix,small,2,1,0.000000
full_matrix,small,3,1,0.000000
full_matrix,small,4,1,0.000000
full_matrix,small,5,1,0.000000
full_matrix,small,6,1,0.000000
full_matrix,small,7,1,6.000000
full_matrix,small,8,1,0.000000
full_matrix,small,9,1,0.000000
full_matrix,small,10,1,0.000000
full_matrix,small,11,1,0.000000
full_matrix,small,12,1,0.000000
full_matrix,small,13,1,0.000000
full_matrix,small,14,1,1.000000
full_matrix,small,15,1,0.000000
full_matrix,small,16,1,0.000000
full_matrix,small,17,1,0.000000
full_matrix,small,18,1,0.000000
full_matrix,small,19,1,1.000000
full_matrix,small,20,1,1.000000
full_matrix,small,21,1,0.000000
full_matrix,small,22,1,0.000000
full_matrix,small,23,1,0.000000
full_matrix,small,24,1,0.000000
full_matrix,small,25,1,1.000000
full_matrix,small,26,1,0.000000
full_matrix,small,27,1,0.000000
full_matrix,small,28,1,1.000000
full_matrix,small,29,1,0.000000
full_matrix,small,30,1,1.000000
row_matrix,small,1,64,0.000000
row_matrix,small,2,64,0.000000
row_matrix,small,3,64,1.000000
row_matrix,small,4,64,0.000000
row_matrix,small,5,64,0.000000
row_matrix,small,6,64,1.000000
row_matrix,small,7,64,0.000000
row_matrix,small,8,64,0.000000
row_matrix,small,9,64,0.000000
row_matrix,small,10,64,0.000000
row_matrix,small,11,64,1.000000
row_matrix,small,12,64,0.000000
row_matrix,small,13,64,0.000000
row_matrix,small,14,64,0.000000
row_matrix,small,15,64,0.000000
row_matrix,small,16,64,1.000000
row_matrix,small,17,64,0.000000
row_matrix,small,18,64,0.000000
row_matrix,small,19,64,0.000000
row_matrix,small,20,64,0.000000
row_matrix,small,21,64,1.000000
row_matrix,small,22,64,0.000000
row_matrix,small,23,64,0.000000
row_matrix,small,24,64,0.000000
row_matrix,small,25,64,0.000000
row_matrix,small,26,64,1.000000
row_matrix,small,27,64,0.000000
row_matrix,small,28,64,0.000000
row_matrix,small,29,64,0.000000
row_matrix,small,30,64,0.000000
cell_matrix,small,1,4096,0.000000
cell_matrix,small,2,4096,0.000000
cell_matrix,small,3,4096,0.000000
cell_matrix,small,4,4096,0.000000
cell_matrix,small,5,4096,1.000000
cell_matrix,small,6,4096,0.000000
cell_matrix,small,7,4096,1.000000
cell_matrix,small,8,4096,0.000000
cell_matrix,small,9,4096,0.000000
cell_matrix,small,10,4096,0.000000
cell_matrix,small,11,4096,0.000000
cell_matrix,small,12,4096,1.000000
cell_matrix,small,13,4096,0.000000
cell_matrix,small,14,4096,0.000000
cell_matrix,small,15,4096,0.000000
cell_matrix,small,16,4096,0.000000
cell_matrix,small,17,4096,1.000000
cell_matrix,small,18,4096,0.000000
cell_matrix,small,19,4096,0.000000
cell_matrix,small,20,4096,0.000000
cell_matrix,small,21,4096,0.000000
cell_matrix,small,22,4096,1.000000
cell_matrix,small,23,4096,0.000000
cell_matrix,small,24,4096,0.000000
cell_matrix,small,25,4096,0.000000
cell_matrix,small,26,4096,0.000000
cell_matrix,small,27,4096,1.000000
cell_matrix,small,28,4096,0.000000
cell_matrix,small,29,4096,0.000000
cell_matrix,small,30,4096,0.000000
full_matrix,medium,1,1,15.000000
full_matrix,medium,2,1,15.000000
full_matrix,medium,3,1,16.000000
full_matrix,medium,4,1,15.000000
full_matrix,medium,5,1,16.000000
full_matrix,medium,6,1,14.000000
full_matrix,medium,7,1,61.000000
full_matrix,medium,8,1,27.000000
full_matrix,medium,9,1,16.000000
full_matrix,medium,10,1,15.000000
full_matrix,medium,11,1,15.000000
full_matrix,medium,12,1,16.000000
full_matrix,medium,13,1,14.000000
full_matrix,medium,14,1,59.000000
full_matrix,medium,15,1,35.000000
full_matrix,medium,16,1,16.000000
full_matrix,medium,17,1,16.000000
full_matrix,medium,18,1,15.000000
full_matrix,medium,19,1,16.000000
full_matrix,medium,20,1,16.000000
full_matrix,medium,21,1,15.000000
full_matrix,medium,22,1,81.000000
full_matrix,medium,23,1,16.000000
full_matrix,medium,24,1,14.000000
full_matrix,medium,25,1,16.000000
full_matrix,medium,26,1,15.000000
full_matrix,medium,27,1,16.000000
full_matrix,medium,28,1,61.000000
full_matrix,medium,29,1,32.000000
full_matrix,medium,30,1,16.000000
row_matrix,medium,1,256,17.000000
row_matrix,medium,2,256,15.000000
row_matrix,medium,3,256,16.000000
row_matrix,medium,4,256,14.000000
row_matrix,medium,5,256,17.000000
row_matrix,medium,6,256,14.000000
row_matrix,medium,7,256,70.000000
row_matrix,medium,8,256,27.000000
row_matrix,medium,9,256,15.000000
row_matrix,medium,10,256,15.000000
row_matrix,medium,11,256,16.000000
row_matrix,medium,12,256,15.000000
row_matrix,medium,13,256,15.000000
row_matrix,medium,14,256,30.000000
row_matrix,medium,15,256,60.000000
row_matrix,medium,16,256,17.000000
row_matrix,medium,17,256,16.000000
row_matrix,medium,18,256,15.000000
row_matrix,medium,19,256,14.000000
row_matrix,medium,20,256,16.000000
row_matrix,medium,21,256,71.000000
row_matrix,medium,22,256,34.000000
row_matrix,medium,23,256,14.000000
row_matrix,medium,24,256,17.000000
row_matrix,medium,25,256,14.000000
row_matrix,medium,26,256,17.000000
row_matrix,medium,27,256,16.000000
row_matrix,medium,28,256,79.000000
row_matrix,medium,29,256,15.000000
row_matrix,medium,30,256,16.000000
cell_matrix,medium,1,65536,16.000000
cell_matrix,medium,2,65536,15.000000
cell_matrix,medium,3,65536,16.000000
cell_matrix,medium,4,65536,16.000000
cell_matrix,medium,5,65536,22.000000
cell_matrix,medium,6,65536,68.000000
cell_matrix,medium,7,65536,16.000000
cell_matrix,medium,8,65536,15.000000
cell_matrix,medium,9,65536,16.000000
cell_matrix,medium,10,65536,15.000000
cell_matrix,medium,11,65536,15.000000
cell_matrix,medium,12,65536,16.000000
cell_matrix,medium,13,65536,74.000000
cell_matrix,medium,14,65536,16.000000
cell_matrix,medium,15,65536,15.000000
cell_matrix,medium,16,65536,16.000000
cell_matrix,medium,17,65536,15.000000
cell_matrix,medium,18,65536,16.000000
cell_matrix,medium,19,65536,15.000000
cell_matrix,medium,20,65536,65.000000
cell_matrix,medium,21,65536,31.000000
cell_matrix,medium,22,65536,15.000000
cell_matrix,medium,23,65536,16.000000
cell_matrix,medium,24,65536,16.000000
cell_matrix,medium,25,65536,16.000000
cell_matrix,medium,26,65536,17.000000
cell_matrix,medium,27,65536,74.000000
cell_matrix,medium,28,65536,16.000000
cell_matrix,medium,29,65536,15.000000
cell_matrix,medium,30,65536,15.000000
full_matrix,large,1,1,184.000000
full_matrix,large,2,1,192.000000
full_matrix,large,3,1,197.000000
full_matrix,large,4,1,201.000000
full_matrix,large,5,1,238.000000
full_matrix,large,6,1,214.000000
full_matrix,large,7,1,183.000000
full_matrix,large,8,1,198.000000
full_matrix,large,9,1,259.000000
full_matrix,large,10,1,188.000000
full_matrix,large,11,1,188.000000
full_matrix,large,12,1,233.000000
full_matrix,large,13,1,209.000000
full_matrix,large,14,1,210.000000
full_matrix,large,15,1,235.000000
full_matrix,large,16,1,195.000000
full_matrix,large,17,1,247.000000
full_matrix,large,18,1,204.000000
full_matrix,large,19,1,226.000000
full_matrix,large,20,1,200.000000
full_matrix,large,21,1,182.000000
full_matrix,large,22,1,178.000000
full_matrix,large,23,1,175.000000
full_matrix,large,24,1,169.000000
full_matrix,large,25,1,171.000000
full_matrix,large,26,1,209.000000
full_matrix,large,27,1,148.000000
full_matrix,large,28,1,184.000000
full_matrix,large,29,1,205.000000
full_matrix,large,30,1,171.000000
row_matrix,large,1,512,226.000000
row_matrix,large,2,512,227.000000
row_matrix,large,3,512,209.000000
row_matrix,large,4,512,195.000000
row_matrix,large,5,512,193.000000
row_matrix,large,6,512,144.000000
row_matrix,large,7,512,145.000000
row_matrix,large,8,512,144.000000
row_matrix,large,9,512,146.000000
row_matrix,large,10,512,150.000000
row_matrix,large,11,512,156.000000
row_matrix,large,12,512,160.000000
row_matrix,large,13,512,176.000000
row_matrix,large,14,512,161.000000
row_matrix,large,15,512,151.000000
row_matrix,large,16,512,153.000000
row_matrix,large,17,512,155.000000
row_matrix,large,18,512,146.000000
row_matrix,large,19,512,147.000000
row_matrix,large,20,512,146.000000
row_matrix,large,21,512,146.000000
row_matrix,large,22,512,147.000000
row_matrix,large,23,512,147.000000
row_matrix,large,24,512,172.000000
row_matrix,large,25,512,176.000000
row_matrix,large,26,512,148.000000
row_matrix,large,27,512,197.000000
row_matrix,large,28,512,189.000000
row_matrix,large,29,512,240.000000
row_matrix,large,30,512,178.000000
full_matrix,very_large,1,1,2451.000000
full_matrix,very_large,2,1,2018.000000
full_matrix,very_large,3,1,2266.000000
full_matrix,very_large,4,1,2606.000000
full_matrix,very_large,5,1,2409.000000
full_matrix,very_large,6,1,2513.000000
full_matrix,very_large,7,1,2583.000000
full_matrix,very_large,8,1,2667.000000
full_matrix,very_large,9,1,2371.000000
full_matrix,very_large,10,1,2256.000000
full_matrix,very_large,11,1,1738.000000
full_matrix,very_large,12,1,1736.000000
full_matrix,very_large,13,1,1710.000000
full_matrix,very_large,14,1,1630.000000
full_matrix,very_large,15,1,1654.000000
full_matrix,very_large,16,1,1635.000000
full_matrix,very_large,17,1,1732.000000
full_matrix,very_large,18,1,1714.000000
full_matrix,very_large,19,1,1776.000000
full_matrix,very_large,20,1,1921.000000
full_matrix,very_large,21,1,1658.000000
full_matrix,very_large,22,1,1626.000000
full_matrix,very_large,23,1,1718.000000
full_matrix,very_large,24,1,1775.000000
full_matrix,very_large,25,1,1665.000000
full_matrix,very_large,26,1,1610.000000
full_matrix,very_large,27,1,1640.000000
full_matrix,very_large,28,1,1631.000000
full_matrix,very_large,29,1,1743.000000
full_matrix,very_large,30,1,1692.000000
row_matrix,very_large,1,1024,1672.000000
row_matrix,very_large,2,1024,1796.000000
row_matrix,very_large,3,1024,1774.000000
row_matrix,very_large,4,1024,1981.000000
row_matrix,very_large,5,1024,1734.000000
row_matrix,very_large,6,1024,1659.000000
row_matrix,very_large,7,1024,1817.000000
row_matrix,very_large,8,1024,1656.000000
row_matrix,very_large,9,1024,1650.000000
row_matrix,very_large,10,1024,1681.000000
row_matrix,very_large,11,1024,1859.000000
row_matrix,very_large,12,1024,1825.000000
row_matrix,very_large,13,1024,1671.000000
row_matrix,very_large,14,1024,1653.000000
row_matrix,very_large,15,1024,1654.000000
row_matrix,very_large,16,1024,1652.000000
row_matrix,very_large,17,1024,1652.000000
row_matrix,very_large,18,1024,1669.000000
row_matrix,very_large,19,1024,1696.000000
row_matrix,very_large,20,1024,1642.000000
row_matrix,very_large,21,1024,1661.000000
row_matrix,very_large,22,1024,1769.000000
row_matrix,very_large,23,1024,1659.000000
row_matrix,very_large,24,1024,1800.000000
row_matrix,very_large,25,1024,1656.000000
row_matrix,very_large,26,1024,1656.000000
row_matrix,very_large,27,1024,1661.000000
row_matrix,very_large,28,1024,1653.000000
row_matrix,very_large,29,1024,1736.000000
row_matrix,very_large,30,1024,1788.000000
